player_id,player_name,position,week,opponent,targets,receptions,rushing_yards,rushing_tds,receiving_yards,receiving_tds,passing_yards,passing_tds,fantasy_points_ppr,fantasy_points
00-0039491,J.Coker,WR,16,TB,5,3,0,0,47,0,0,0,7.7,4.7
00-0035537,Ty.Johnson,RB,16,CLE,0,0,16,1,0,0,0,0,7.6,7.6
00-0037261,K.Shakir,WR,16,CLE,5,4,0,0,34,0,0,0,7.4,3.4000000000000004
00-0039890,A.Mitchell,WR,16,NO,6,3,0,0,43,0,0,0,7.3,4.3
00-0036252,M.Pittman,WR,16,SF,5,4,0,0,32,0,0,0,7.2,3.2
00-0039146,J.Reed,WR,16,CHI,3,3,6,0,35,0,0,0,7.1000000000000005,4.1000000000000005
00-0039361,B.Irving,RB,16,CAR,0,0,71,0,0,0,0,0,7.1000000000000005,7.1000000000000005
00-0031610,D.Waller,TE,16,CIN,5,3,0,0,40,0,0,0,7,4
00-0040590,K.Mumpfield,WR,16,SEA,8,3,0,0,40,0,0,0,7,4
00-0033908,C.Kupp,WR,16,LA,4,3,0,0,39,0,0,0,6.9,3.9000000000000004
00-0034857,J.Allen,QB,16,CLE,0,0,17,0,0,0,130,0,6.9,6.9
00-0040234,Q.Ewers,QB,16,CIN,0,0,5,0,0,0,260,0,6.9,6.9
00-0039144,L.Musgrave,TE,16,CHI,3,3,0,0,38,0,0,0,6.800000000000001,3.8000000000000003
00-0034775,C.Kirk,WR,16,LV,5,3,0,0,37,0,0,0,6.7,3.7
00-0037744,T.McBride,TE,16,ATL,8,4,0,0,27,0,0,0,6.7,2.7
00-0039373,A.Estime,RB,16,NYJ,4,3,19,0,17,0,0,0,6.6,3.6
00-0035719,D.Samuel,WR,16,PHI,4,3,0,0,35,0,0,0,6.5,3.5
00-0036924,M.Carter,RB,16,ATL,2,0,65,0,0,0,0,0,6.5,6.5
00-0039451,I.Williams,WR,16,NO,4,4,0,0,25,0,0,0,6.5,2.5
00-0036997,J.Williams,RB,16,LAC,3,2,34,0,9,0,0,0,6.3,4.3
00-0038951,S.Tucker,RB,16,CAR,0,0,3,1,0,0,0,0,6.3,6.3
00-0040729,J.Bech,WR,16,HOU,3,2,0,0,43,0,0,0,6.3,4.3
00-0039894,X.Worthy,WR,16,TEN,3,2,0,0,41,0,0,0,6.1000000000000005,4.1000000000000005
00-0039920,M.Corley,WR,16,BUF,4,2,30,0,11,0,0,0,6.1000000000000005,4.1000000000000005
00-0036894,P.Freiermuth,TE,16,DET,4,4,0,0,20,0,0,0,6,2
00-0040126,C.Loveland,TE,16,GB,4,3,0,0,30,0,0,0,6,3
00-0040128,T.Warren,TE,16,SF,9,3,0,0,30,0,0,0,6,3
00-0038976,M.Mims,WR,16,JAX,3,3,3,0,26,0,0,0,5.9,2.9000000000000004
00-0034159,W.Dissly,TE,16,DAL,3,3,0,0,28,0,0,0,5.800000000000001,2.8000000000000003
00-0033307,K.Bourne,WR,16,IND,5,3,0,0,27,0,0,0,5.7,2.7
00-0037238,D.London,WR,16,ARI,8,3,0,0,27,0,0,0,5.7,2.7
00-0035250,D.Singletary,RB,16,MIN,1,1,47,0,-1,0,0,0,5.6000000000000005,4.6000000000000005
00-0037252,G.Dulcich,TE,16,CIN,3,3,0,0,46,0,0,0,5.6000000000000005,2.6000000000000005
00-0040466,R.Sanders,RB,16,BUF,1,1,42,0,4,0,0,0,5.6000000000000005,4.6000000000000005
00-0033881,E.Engram,TE,16,JAX,4,2,0,0,36,0,0,0,5.6,3.6
00-0032392,A.Hooper,TE,16,BAL,4,2,0,0,34,0,0,0,5.4,3.4000000000000004
00-0039074,D.Allen,TE,16,SEA,5,2,0,0,34,0,0,0,5.4,3.4000000000000004
00-0039875,R.Davis,RB,16,CLE,2,2,14,0,20,0,0,0,5.4,3.4000000000000004
00-0035208,O.Zaccheaus,WR,16,GB,5,2,0,0,33,0,0,0,5.300000000000001,3.3000000000000003
00-0040187,M.Evans,TE,16,TB,3,3,0,0,23,0,0,0,5.300000000000001,2.3000000000000003
00-0033955,J.McNichols,RB,16,PHI,3,2,3,0,9,0,0,0,5.2,3.2
00-0034791,N.Chubb,RB,16,LV,1,1,33,0,9,0,0,0,5.2,4.2
00-0035662,M.Brown,WR,16,TEN,3,3,0,0,22,0,0,0,5.2,2.2
00-0038117,W.Robinson,WR,16,MIN,6,3,3,0,19,0,0,0,5.2,2.2
00-0040311,T.Wease,WR,16,CIN,4,2,0,0,32,0,0,0,5.2,3.2
00-0037324,C.Oladokun,QB,16,TEN,0,0,7,0,0,0,111,0,5.140000000000001,5.140000000000001
00-0035631,D.Sample,TE,16,MIA,2,2,0,0,31,0,0,0,5.1,3.1
00-0036534,S.Zylstra,TE,16,PIT,5,3,0,0,20,0,0,0,5,2
00-0037742,T.Burks,WR,16,PHI,5,2,0,0,30,0,0,0,5,3
00-0040129,E.Egbuka,WR,16,CAR,2,1,0,0,40,0,0,0,5,4
00-0035298,S.Miller,WR,16,DET,3,3,0,0,19,0,0,0,4.9,1.9000000000000001
00-0038041,J.Ferguson,TE,16,LAC,4,3,0,0,19,0,0,0,4.9,1.9000000000000001
00-0035700,J.Jacobs,RB,16,CHI,2,2,36,0,12,0,0,0,4.800000000000001,2.8000000000000007
00-0034796,L.Jackson,QB,16,NE,0,0,7,0,0,0,101,0,4.74,4.74
00-0037801,K.Turpin,WR,16,LAC,4,2,13,0,14,0,0,0,4.7,2.7
00-0038558,D.Washington,TE,16,DET,4,3,0,0,36,0,0,0,4.6,1.6
00-0038994,J.Addison,WR,16,NYG,3,2,0,0,26,0,0,0,4.6,2.6
00-0040194,J.Hawes,TE,16,CLE,2,2,0,0,26,0,0,0,4.6,2.6
00-0034753,M.Andrews,TE,16,NE,3,2,3,0,21,0,0,0,4.4,2.4000000000000004
00-0036309,D.Mooney,WR,16,ARI,2,2,0,0,24,0,0,0,4.4,2.4000000000000004
00-0036415,V.Jefferson,WR,16,KC,2,2,0,0,24,0,0,0,4.4,2.4000000000000004
00-0036555,C.Hubbard,RB,16,TB,1,1,27,0,7,0,0,0,4.4,3.4000000000000004
00-0037741,J.Dotson,WR,16,WAS,3,3,0,0,13,0,0,0,4.3,1.3
00-0036407,J.Jeudy,WR,16,BUF,4,3,0,0,12,0,0,0,4.2,1.2000000000000002
