player_id,player_name,position,week,opponent,targets,receptions,rushing_yards,rushing_tds,receiving_yards,receiving_tds,passing_yards,passing_tds,fantasy_points_ppr,fantasy_points
00-0036223,J.Taylor,RB,8,TEN,2,2,153,2,21,1,0,0,37.400000000000006,35.400000000000006
00-0037248,J.Cook,RB,8,CAR,0,0,216,2,0,0,0,0,33.6,33.6
00-0034844,S.Barkley,RB,8,NYG,5,4,150,1,24,1,0,0,33.400000000000006,29.400000000000002
00-0038996,T.Kraft,TE,8,PIT,9,7,0,0,143,2,0,0,33.3,26.3
00-0038120,B.Hall,RB,8,CIN,3,2,133,2,14,0,4,1,32.86,30.86
00-0036264,J.Love,QB,8,PIT,0,0,-1,0,0,0,360,3,28.299999999999997,28.299999999999997
00-0039868,T.Franklin,WR,8,DAL,8,6,0,0,89,2,0,0,26.9,20.9
00-0039851,D.Maye,QB,8,CLE,0,0,50,0,0,0,282,3,26.28,26.28
00-0038597,C.Brown,RB,8,NYJ,3,3,73,1,32,1,0,0,25.5,22.5
00-0039067,R.Rice,WR,8,WAS,9,9,12,0,93,1,0,0,25.5,16.5
00-0036389,J.Hurts,QB,8,NYG,0,0,22,0,0,0,179,4,25.36,25.36
00-0036355,J.Herbert,QB,8,MIN,0,0,62,0,0,0,227,3,25.279999999999998,25.279999999999998
00-0026158,J.Flacco,QB,8,NYJ,0,0,14,1,0,0,223,2,24.32,24.32
00-0036212,T.Tagovailoa,QB,8,ATL,0,0,0,0,0,0,205,4,24.2,24.2
00-0040730,R.Harvey,RB,8,DAL,1,1,46,2,5,1,0,0,24.1,23.1
00-0039732,B.Nix,QB,8,DAL,0,0,-1,0,0,0,247,4,23.78,23.78
00-0036252,M.Pittman,WR,8,TEN,9,8,0,0,95,1,0,0,23.5,15.5
00-0034857,J.Allen,QB,8,CAR,0,0,7,2,0,0,163,1,23.22,23.22
00-0035710,D.Jones,QB,8,TEN,0,0,3,0,0,0,272,3,23.180000000000003,23.180000000000003
00-0033873,P.Mahomes,QB,8,WAS,0,0,30,0,0,0,299,3,22.96,22.96
00-0030506,T.Kelce,TE,8,WAS,8,6,0,0,99,1,0,0,21.9,15.9
00-0039163,C.Stroud,QB,8,SF,0,0,30,0,0,0,318,2,21.72,21.72
00-0036900,J.Chase,WR,8,NYJ,19,12,0,0,91,0,0,0,21.1,9.1
00-0036613,J.Waddle,WR,8,ATL,6,5,0,0,99,1,0,0,20.9,15.9
00-0036945,J.Fields,QB,8,CIN,0,0,31,0,0,0,244,1,20.86,20.86
00-0037261,K.Shakir,WR,8,CAR,7,6,0,0,88,1,0,0,20.8,14.8
00-0039915,L.McConkey,WR,8,MIN,10,6,0,0,88,1,0,0,20.8,14.8
00-0039040,D.Achane,RB,8,ATL,7,5,67,0,24,1,0,0,20.1,15.1
00-0039391,K.Vidal,RB,8,MIN,2,1,117,1,10,0,0,0,19.700000000000003,18.700000000000003
00-0040691,J.Dart,QB,8,PHI,0,0,17,1,0,0,193,1,19.419999999999998,19.419999999999998
00-0032764,D.Henry,RB,8,CHI,1,0,71,2,0,0,0,0,19.1,19.1
00-0040189,O.Gadsden,TE,8,MIN,5,5,0,0,77,1,0,0,18.7,13.7
00-0039919,R.Odunze,WR,8,BAL,10,7,0,0,114,0,0,0,18.4,11.4
00-0040663,H.Fannin,TE,8,NE,8,6,2,0,62,1,0,0,18.4,12.4
00-0036972,M.Jones,QB,8,HOU,0,0,23,0,0,0,193,2,18.02,18.02
00-0036997,J.Williams,RB,8,DEN,2,1,41,2,8,0,0,0,17.9,16.9
00-0038618,X.Hutchinson,WR,8,SF,6,5,0,0,69,1,0,0,17.9,12.9
00-0039798,I.Davis,RB,8,CIN,5,5,65,0,44,0,0,0,17.9,12.9
00-0034351,D.Goedert,TE,8,NYG,3,3,0,0,28,2,0,0,17.8,14.8
