player_id,player_name,position,week,opponent,targets,receptions,rushing_yards,rushing_tds,receiving_yards,receiving_tds,passing_yards,passing_tds,fantasy_points_ppr,fantasy_points
00-0038542,B.Robinson,RB,6,BUF,8,6,170,1,68,0,0,0,35.8,29.8
00-0036139,R.Dowdle,RB,6,DAL,5,4,183,0,56,1,0,0,33.900000000000006,29.900000000000002
00-0035700,J.Jacobs,RB,6,CIN,5,5,93,2,57,0,0,0,32,27
00-0037238,D.London,WR,6,BUF,16,10,0,0,158,1,0,0,31.8,21.8
00-0037247,G.Pickens,WR,6,CAR,11,9,0,0,168,1,0,0,31.8,22.8
00-0033873,P.Mahomes,QB,6,DET,0,0,32,1,0,0,257,3,31.48,31.48
00-0039040,D.Achane,RB,6,LAC,6,4,128,2,22,0,0,0,31,27
00-0040715,C.Skattebo,RB,6,PHI,2,2,98,3,12,0,0,0,31,29
00-0038543,J.Smith-Njigba,WR,6,JAX,13,8,0,0,162,1,0,0,30.2,22.2
00-0039851,D.Maye,QB,6,NO,0,0,28,0,0,0,261,3,27.24,27.24
00-0038608,K.Boutte,WR,6,NO,5,5,0,0,93,2,0,0,26.3,21.3
00-0034351,D.Goedert,TE,6,NYG,11,9,0,0,110,1,0,0,26,17
00-0036275,D.Swift,RB,6,WAS,3,2,108,0,67,1,0,0,25.5,23.5
00-0036900,J.Chase,WR,6,GB,12,10,-3,0,94,1,0,0,25.1,15.1
00-0033280,C.McCaffrey,RB,6,TB,8,7,54,1,57,0,0,0,24.1,17.1
00-0036223,J.Taylor,RB,6,ARI,4,4,123,1,14,0,0,0,23.700000000000003,19.700000000000003
00-0040691,J.Dart,QB,6,PHI,0,0,58,1,0,0,195,1,23.6,23.6
00-0039893,B.Thomas,WR,6,SEA,10,8,0,0,90,1,0,0,23,15
00-0039915,L.McConkey,WR,6,MIA,9,7,0,0,100,1,0,0,23,16
00-0039391,K.Vidal,RB,6,MIA,4,3,124,0,14,1,0,0,22.8,19.8
00-0035710,D.Jones,QB,6,ARI,0,0,20,1,0,0,212,2,22.48,22.48
00-0033077,D.Prescott,QB,6,CAR,0,0,-1,0,0,0,261,3,22.339999999999996,22.339999999999996
00-0039910,J.Daniels,QB,6,CHI,0,0,52,0,0,0,211,3,21.639999999999997,21.639999999999997
00-0037744,T.McBride,TE,6,IND,11,8,0,0,72,1,0,0,21.2,13.2
00-0033119,J.Brissett,QB,6,IND,0,0,19,0,0,0,320,2,20.7,20.7
00-0036389,J.Hurts,QB,6,NYG,0,0,13,1,0,0,283,1,20.62,20.62
00-0035662,M.Brown,WR,6,DET,4,4,0,0,45,2,0,0,20.5,16.5
00-0038117,W.Robinson,WR,6,PHI,7,6,0,0,84,1,0,0,20.4,14.4
00-0034869,S.Darnold,QB,6,JAX,0,0,2,0,0,0,295,2,20,20
00-0039918,C.Williams,QB,6,WAS,0,0,-2,1,0,0,252,1,19.880000000000003,19.880000000000003
00-0034855,B.Mayfield,QB,6,SF,0,0,14,0,0,0,256,2,19.64,19.64
00-0035640,D.Metcalf,WR,6,CLE,9,4,0,0,95,1,0,0,19.5,15.5
00-0036971,T.Lawrence,QB,6,SEA,0,0,9,0,0,0,258,2,19.22,19.22
00-0033307,K.Bourne,WR,6,TB,9,5,0,0,142,0,0,0,19.200000000000003,14.200000000000001
00-0036355,J.Herbert,QB,6,MIA,0,0,2,0,0,0,264,2,18.76,18.76
00-0026158,J.Flacco,QB,6,GB,0,0,0,0,0,0,219,2,18.759999999999998,18.759999999999998
